City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,pimentel,-6.8367,-79.9342,22.16,78,0,5.66,PE,1687227265
83,ust-nera,64.5667,143.2,25.08,25,100,2.24,RU,1687227017
84,zhangye,38.9342,100.4517,28.98,16,100,3.0,CN,1687227265
85,dongsheng,39.8161,109.9776,21.95,24,0,3.94,CN,1687227266
86,marianna,30.7744,-85.2269,25.02,88,20,1.54,US,1687227144
87,avarua,-21.2078,-159.775,26.03,89,75,4.63,CK,1687227037
88,orange walk,17.8333,-88.8333,27.13,78,5,2.31,BZ,1687227267
89,aasiaat,68.7098,-52.8699,2.81,83,100,2.56,GL,1687226863
90,kawm umbu,24.4767,32.9463,27.71,23,0,5.01,EG,1687227267
91,olonkinbyen,70.9221,-8.7187,4.0,99,99,4.57,SJ,1687226977
92,shiguai,40.7058,110.2856,23.41,24,0,4.02,CN,1687227268
93,yuzhno-kurilsk,44.0306,145.8556,12.86,76,99,3.29,RU,1687227018
94,luderitz,-26.6481,15.1594,12.03,83,1,6.22,NA,1687227014
95,urangan,-25.3,152.9,19.64,34,1,4.85,AU,1687227269
96,klyuchi,52.2667,79.1667,16.68,54,0,8.94,RU,1687227041
97,hasaki,35.7333,140.8333,25.16,67,91,4.5,JP,1687227114
98,east london,-33.0153,27.9116,13.76,47,2,10.65,ZA,1687227033
99,guanica,17.9716,-66.908,28.28,87,98,4.5,PR,1687227270
100,college,64.8569,-147.8028,20.32,40,100,3.6,US,1687227053
101,santa ana de yacuma,-13.75,-65.4333,20.35,79,0,0.71,BO,1687227270
102,puerto baquerizo moreno,-0.9,-89.6,24.94,85,3,4.31,EC,1687227271
103,alesund,62.4723,6.1549,18.28,82,100,1.03,NO,1687227271
104,nar'yan-mar,67.6713,53.087,5.19,70,21,4.9,RU,1687227078
105,anadyr,64.75,177.4833,21.28,37,20,4.0,RU,1687227088
106,mahanoro,-19.9,48.8,20.43,71,100,0.4,MG,1687227273
107,cangucu,-31.395,-52.6756,7.37,97,100,1.79,BR,1687227273
108,meadow lake,34.8014,-106.5436,31.71,16,55,8.38,US,1687227273
109,vilyuchinsk,52.9306,158.4028,10.15,89,100,1.01,RU,1687227011
110,massawa,15.6097,39.45,30.83,71,75,2.38,ER,1687227274
111,olyokminsk,60.3736,120.4264,12.63,75,100,5.86,RU,1687227274
112,cavnic,47.6667,23.8667,8.55,90,2,1.22,RO,1687227275
113,florence,43.7667,11.25,21.28,74,0,0.51,IT,1687227158
114,san patricio,28.017,-97.5169,30.92,81,4,6.59,US,1687226997
115,uturoa,-16.7333,-151.4333,26.89,77,6,2.71,PF,1687227059
116,ushuaia,-54.8,-68.3,2.81,70,0,2.06,AR,1687226893
117,peniscola,40.3359,0.3613,20.0,76,100,5.31,ES,1687227276
118,saint-philippe,-21.3585,55.7679,20.77,75,74,4.74,RE,1687227035
119,grand-popo,6.2804,1.8225,25.89,87,97,4.34,BJ,1687227277
120,howard springs,-12.497,131.047,29.95,43,49,3.94,AU,1687227277
121,al bayda',32.7627,21.7551,14.87,82,0,0.56,LY,1687227277
122,alice springs,-23.7,133.8833,19.56,30,75,2.57,AU,1687227038
123,wainwright,52.839,-110.8572,11.19,74,92,5.0,CA,1687227008
124,karkira,36.9292,6.5856,27.56,43,67,5.57,DZ,1687227278
125,utrik,11.2278,169.8474,27.94,78,75,6.46,MH,1687226966
126,happy valley-goose bay,53.3168,-60.3315,11.17,50,20,4.12,CA,1687227279
127,hadibu,12.65,54.0333,26.96,80,76,7.76,YE,1687226998
128,ketchikan,55.3422,-131.6461,25.26,33,0,2.57,US,1687227280
129,georgetown,5.4112,100.3354,30.96,70,20,2.06,MY,1687227005
130,saynshand,44.8824,110.1163,24.41,24,3,2.33,MN,1687227154
131,burdur,37.7203,30.2908,13.39,88,0,0.51,TR,1687227280
132,rakops,-21.0167,24.3333,14.17,26,0,3.82,BW,1687227281
133,markovo,57.3206,107.0881,17.3,30,59,1.25,RU,1687227281
134,newnham,-41.3833,147.1333,9.62,69,18,2.06,AU,1687227281
135,halifax,44.6453,-63.5724,12.0,85,100,5.14,CA,1687226620
136,lae,-6.7221,146.9847,29.37,68,84,2.46,PG,1687227282
137,holualoa,19.6228,-155.9522,26.91,78,40,4.12,US,1687227213
138,forest grove,45.5198,-123.1107,16.66,59,75,2.57,US,1687227097
139,cidreira,-30.1811,-50.2056,15.56,80,100,6.62,BR,1687227096
140,sabha,27.0377,14.4283,26.58,19,0,6.92,LY,1687227284
141,nuuk,64.1835,-51.7216,5.34,81,75,1.03,GL,1687227108
142,mejit,10.2753,170.8646,27.83,78,90,7.09,MH,1687227033
143,la passe,45.5549,-0.8967,21.13,94,100,4.13,FR,1687227091
144,gisborne,-38.6533,178.0042,14.88,73,52,1.42,NZ,1687227114
145,vavoua,7.3819,-6.4778,22.02,99,92,2.64,CI,1687227286
146,thinadhoo,0.5333,72.9333,28.6,72,100,3.98,MV,1687227286
147,gadzhiyevo,69.2551,33.3362,5.9,76,4,1.22,RU,1687227007
148,yarmouth,41.7057,-70.2286,15.57,89,0,1.79,US,1687227088
149,shancheng,34.7953,116.0817,28.97,56,3,2.76,CN,1687227287
150,new norfolk,-42.7826,147.0587,10.95,54,88,0.89,AU,1687227012
151,hammerfest,70.6634,23.6821,17.25,59,100,2.06,NO,1687227132
152,sitka,57.0531,-135.33,17.94,63,0,3.09,US,1687227115
153,port mathurin,-19.6833,63.4167,24.05,65,23,9.26,MU,1687227000
154,mirnyy,62.5353,113.9611,15.13,38,100,4.92,RU,1687227289
155,nang rong,14.6377,102.7914,29.98,62,83,4.16,TH,1687227289
156,iskateley,67.6803,53.1512,5.18,70,21,4.93,RU,1687226980
157,kourou,5.1552,-52.6478,25.03,89,10,1.3,GF,1687227053
158,an nuhud,12.7,28.4333,28.39,53,26,5.15,SD,1687227290
159,severo-yeniseyskiy,60.3725,93.0408,13.89,43,77,2.09,RU,1687227190
160,blackmans bay,-43.0167,147.3167,10.29,66,51,4.24,AU,1687227038
161,jamestown,42.097,-79.2353,22.8,60,0,3.6,US,1687226873
162,kodiak,57.79,-152.4072,17.73,59,0,2.57,US,1687226827
163,kijang,35.2442,129.2139,26.85,65,87,5.28,KR,1687227291
164,adzope,6.1069,-3.8619,22.84,99,99,1.79,CI,1687227292
165,beyneu,45.3167,55.2,17.67,28,4,3.64,KZ,1687227104
166,afif,23.9065,42.9172,27.35,16,42,0.88,SA,1687227292
167,puerto varas,-41.3195,-72.9854,2.12,100,75,1.03,CL,1687227293
168,mount isa,-20.7333,139.5,20.87,24,8,3.6,AU,1687227192
169,codrington,-38.2667,141.9667,9.75,67,100,2.71,AU,1687227110
170,salon,26.0333,81.45,33.62,47,14,2.62,IN,1687227293
171,tralee,52.2704,-9.7026,12.13,96,15,1.98,IE,1687227023
172,anna regina,7.2644,-58.5077,25.74,84,3,2.65,GY,1687227294
173,el granada,37.5027,-122.4694,18.91,67,20,9.77,US,1687227109
174,nova sintra,14.8667,-24.7167,21.19,84,66,2.24,CV,1687227055
175,port isabel,26.0734,-97.2086,30.02,85,0,8.23,US,1687227295
176,liepaja,56.5419,21.0367,13.99,100,100,1.54,LV,1687227295
177,vorgashor,67.5833,63.95,4.06,75,100,4.9,RU,1687227047
178,arraial do cabo,-22.9661,-42.0278,20.96,60,100,2.6,BR,1687227009
179,ghadamis,30.1337,9.5007,28.1,15,0,5.65,LY,1687227296
180,talnakh,69.4865,88.3972,4.56,99,100,2.09,RU,1687227070
181,port lincoln,-34.7333,135.8667,13.73,60,11,5.71,AU,1687226873
182,maragogi,-9.0122,-35.2225,24.1,87,77,2.24,BR,1687227297
183,san luis de la loma,17.2706,-100.8939,29.42,76,11,2.23,MX,1687227112
184,kristiansund,63.1115,7.732,19.36,59,75,1.54,NO,1687227010
185,colonia,50.9333,6.95,20.33,75,0,4.12,DE,1687226879
186,altai,46.3722,96.2583,20.86,17,100,7.63,MN,1687227160
187,lethem,3.3803,-59.7968,24.66,86,91,1.91,GY,1687227168
188,rocky mountain house,52.3668,-114.9188,6.06,93,100,8.23,CA,1687227103
189,chibougamau,49.9168,-74.3659,14.79,88,0,2.06,CA,1687227188
190,gannan,47.9147,123.5031,20.44,77,100,4.11,CN,1687227299
191,subaykhan,34.8544,40.6083,23.16,52,0,4.83,SY,1687227300
192,belyy yar,53.6039,91.3903,21.94,53,0,1.0,RU,1687227300
193,yurty,56.0498,97.6348,17.88,55,54,4.14,RU,1687227300
194,svetlyy,54.675,20.1347,13.87,89,4,1.61,RU,1687227300
195,salobrena,36.7428,-3.5872,24.02,78,100,1.5,ES,1687227301
196,sorsk,54.0033,90.2467,20.36,62,81,3.2,RU,1687227301
197,zahedan,29.4963,60.8629,27.95,23,0,3.09,IR,1687227301
198,idabel,33.8957,-94.8263,25.79,87,0,1.55,US,1687227113
199,serdar,38.9764,56.2757,26.9,44,0,1.94,TM,1687227302
200,remire-montjoly,4.9167,-52.2667,25.02,94,75,2.57,GF,1687227303
201,astaneh-ye ashrafiyeh,37.2596,49.9444,21.38,84,55,0.9,IR,1687227203
202,kadugli,11.0167,29.7167,24.63,76,69,2.06,SD,1687227304
203,mpongwe,-13.5091,28.155,9.98,56,1,1.92,ZM,1687227304
204,port douglas,-16.4833,145.4667,23.86,65,41,2.5,AU,1687227304
205,eitorf,50.7667,7.45,19.81,79,100,1.31,DE,1687227305
206,san ignacio,17.1561,-89.0714,30.08,62,0,4.12,BZ,1687227305
207,susuman,62.7833,148.1667,23.45,22,5,1.33,RU,1687227305
208,fort bragg,35.139,-79.006,22.85,90,100,1.54,US,1687227306
209,savannakhet,16.566,104.751,30.01,70,40,1.03,LA,1687227306
210,robertsport,6.7533,-11.3686,25.69,83,61,2.64,LR,1687227306
211,walvis bay,-22.9575,14.5053,11.84,71,0,3.44,NA,1687227069
212,praia da vitoria,38.7333,-27.0667,18.34,83,100,1.75,PT,1687227062
213,namibe,-15.1961,12.1522,16.86,80,83,2.83,AO,1687226999
214,nova borova,50.693,28.6345,14.73,93,87,2.62,UA,1687227308
215,zhezqazghan,47.7833,67.7667,12.32,71,0,4.0,KZ,1687227308
216,newman,37.3138,-121.0208,24.45,28,0,3.58,US,1687226927
217,waddan,29.1614,16.139,21.82,35,0,4.21,LY,1687227309
218,ancud,-41.8697,-73.8203,5.73,83,4,3.47,CL,1687227071
219,weno,7.4515,151.8468,30.97,74,75,2.57,FM,1687227309
220,puerto deseado,-47.7503,-65.8938,4.59,61,9,9.19,AR,1687227310
221,visby,57.6409,18.296,12.8,100,40,1.54,SE,1687227310
222,port elizabeth,-33.918,25.5701,12.28,74,86,4.92,ZA,1687226861
223,horbourg-wihr,48.0811,7.3938,21.64,85,0,4.12,FR,1687227037
224,hermanus,-34.4187,19.2345,10.45,68,100,7.66,ZA,1687227071
225,pokhara,28.2333,83.9833,26.12,71,70,0.64,NP,1687227162
226,grenada,37.1882,-3.6067,19.82,88,40,1.54,ES,1687227205
227,thompson,55.7435,-97.8558,18.63,94,100,3.5,CA,1687227031
228,revda,56.801,59.9303,4.81,70,96,4.83,RU,1687227036
229,crane,31.3974,-102.3501,37.2,12,18,3.61,US,1687227162
230,kruisfontein,-34.0033,24.7314,11.05,74,99,12.03,ZA,1687227150
231,port alfred,-33.5906,26.891,12.55,59,72,12.92,ZA,1687227032
232,sogndal,61.2283,7.1003,16.21,94,100,0.0,NO,1687227314
233,indaiatuba,-23.0903,-47.2181,14.3,88,0,6.69,BR,1687227314
234,takelsa,36.7833,10.6333,23.23,68,81,5.98,TN,1687227314
235,simpang,-1.2667,104.0833,26.18,85,100,1.6,ID,1687227028
236,borkum,53.5809,6.6915,17.97,82,100,3.35,DE,1687227315
237,glendive,47.1053,-104.7125,21.79,68,100,3.6,US,1687227316
238,dois corregos,-22.3661,-48.3803,11.72,80,0,2.53,BR,1687227316
239,papatowai,-46.5619,169.4708,12.01,90,100,5.23,NZ,1687227005
240,argo,37.6333,22.7333,19.88,67,0,1.43,GR,1687227317
241,port macquarie,-31.4333,152.9167,16.05,36,12,6.07,AU,1687226872
242,egilsstadir,65.2653,-14.3948,7.95,87,100,4.63,IS,1687227128
243,palapag,12.5458,125.1147,29.58,73,100,2.31,PH,1687227318
244,nantucket,41.2835,-70.0995,14.08,94,0,2.57,US,1687226829
245,balsas,-7.5325,-46.0356,25.03,49,54,1.27,BR,1687227318
246,puerto ayora,-0.7393,-90.3518,25.31,93,2,2.24,EC,1687227032
247,noosa heads,-26.3833,153.15,19.63,40,3,4.86,AU,1687227319
248,san andres,12.5847,-81.7006,29.01,84,20,6.17,CO,1687226735
249,sola,-13.8833,167.55,25.44,72,22,6.72,VU,1687227319
250,alta,69.9689,23.2717,15.59,66,100,4.63,NO,1687227320
251,tostado,-29.232,-61.7692,14.43,67,42,3.38,AR,1687227320
252,cadale,2.7603,46.3222,25.84,79,100,8.17,SO,1687227320
253,kapuskasing,49.4169,-82.4331,24.05,56,0,2.06,CA,1687227183
254,pont rouge,48.8833,-72.0825,14.16,94,94,2.46,CA,1687227321
255,isafjordur,66.0755,-23.124,4.69,93,100,3.86,IS,1687227073
256,keflavik,64.0049,-22.5624,9.95,93,75,6.17,IS,1687227084
257,xiongzhou,25.1167,114.3,30.95,65,100,3.2,CN,1687227132
258,villa gesell,-37.2639,-56.973,10.08,75,100,5.1,AR,1687227089
259,guerrero negro,27.9769,-114.0611,18.62,78,100,8.17,MX,1687227323
260,la'ie,21.6477,-157.9253,29.98,64,9,1.79,US,1687227193
261,masterton,-40.9597,175.6575,14.38,76,73,1.98,NZ,1687227323
262,santa elena de uairen,4.6167,-61.1333,19.23,96,23,0.97,VE,1687227323
263,tazacorte,28.629,-17.9293,21.54,80,100,2.24,ES,1687227018
264,fort mcmurray,56.7268,-111.381,12.77,94,100,4.63,CA,1687227309
265,victoria de durango,24.0333,-104.6667,31.79,27,0,5.81,MX,1687227315
266,xai-xai,-25.0519,33.6442,18.29,55,0,5.17,MZ,1687227325
267,santa ana,33.7456,-117.8678,23.09,76,75,4.63,US,1687227024
268,darwin,-12.4611,130.8418,28.99,48,0,5.66,AU,1687227325
269,tchintabaraden,15.8969,5.7985,34.13,27,93,3.6,NE,1687227326
270,fortuna,40.5982,-124.1573,14.43,74,22,2.68,US,1687227048
271,valparaiso,-33.0393,-71.6273,15.0,63,0,1.54,CL,1687227326
272,brookings,44.3114,-96.7984,30.19,51,0,6.69,US,1687226985
273,guane,22.2025,-84.0875,27.25,75,8,1.13,CU,1687227327
274,coahuayana de hidalgo,18.7,-103.6583,27.52,72,1,1.1,MX,1687227097
275,labasa,-16.4167,179.3833,25.2,73,100,2.31,FJ,1687227328
276,selfoss,63.9331,-20.9971,10.02,90,38,2.51,IS,1687227328
277,sahaswan,28.0833,78.75,28.02,78,100,5.92,IN,1687227328
278,nyazepetrovsk,56.0531,59.6028,4.39,67,9,4.75,RU,1687227329
279,belene,43.65,25.1167,16.31,88,8,0.96,BG,1687227329
280,hithadhoo,-0.6,73.0833,28.76,72,97,5.03,MV,1687227031
281,khorramdarreh,36.213,49.196,15.94,59,0,1.39,IR,1687227330
282,cockburn town,21.4612,-71.1419,28.45,77,68,8.72,TC,1687227330
283,babayevo,59.3936,35.9371,10.5,88,9,1.69,RU,1687227330
284,iranshahr,27.2025,60.6848,34.19,29,11,0.0,IR,1687227330
285,ma'rib,15.4591,45.3253,26.23,13,17,1.79,YE,1687227331
286,mingguang,32.7802,117.9638,27.94,67,4,4.93,CN,1687227332
287,gwio kura,12.6753,11.0682,30.97,44,98,4.59,NG,1687227332
288,pionerskiy,54.9508,20.2275,13.75,88,0,2.19,RU,1687227068
289,melfi,40.9965,15.6514,14.72,73,2,2.42,IT,1687227332
290,queensbury,53.7667,-1.9167,14.89,90,95,0.94,GB,1687227333
291,marsh harbour,26.5412,-77.0636,27.94,76,13,3.65,BS,1687227140
292,laojunmiao,39.8333,97.7333,24.42,12,77,1.94,CN,1687226835
293,lazaro cardenas,17.9583,-102.2,29.02,75,0,3.53,MX,1687226962
294,port augusta,-32.5,137.7667,14.86,57,100,3.64,AU,1687227070
295,castillos,-34.1667,-53.8333,10.77,87,100,1.5,UY,1687227081
296,nishinoomote,30.7333,131.0,26.31,88,75,5.66,JP,1687227335
297,lorengau,-2.0226,147.2712,29.39,71,60,5.02,PG,1687227335
298,chos malal,-37.3781,-70.2709,2.95,97,100,2.13,AR,1687227102
299,tura,25.5198,90.2201,24.86,93,83,3.15,IN,1687227040
300,wesselsbron,-27.8549,26.3658,4.51,76,0,3.02,ZA,1687227336
301,zeya,53.75,127.2667,24.26,50,100,6.05,RU,1687227158
302,viedma,-40.8135,-62.9967,5.89,70,100,3.4,AR,1687227336
303,dudinka,69.4058,86.1778,4.79,93,100,3.25,RU,1687227076
304,rouissat,31.9243,5.3502,31.04,9,0,6.17,DZ,1687227337
305,ar ruways,24.1103,52.7306,29.25,70,35,1.54,AE,1687227337
306,chernogorsk,53.8236,91.2842,21.76,53,0,1.0,RU,1687227338
307,pacocha,-17.5833,-71.3333,17.83,82,5,2.37,PE,1687227338
308,ajasse ipo,8.2333,4.8167,21.82,98,100,2.83,NG,1687227338
309,sarakhs,36.5449,61.1577,29.46,31,0,3.86,IR,1687227339
310,barcelos,41.5388,-8.6151,18.29,96,15,0.8,PT,1687227339
311,lodwar,3.1191,35.5973,26.36,54,0,6.79,KE,1687227339
312,labytnangi,66.6572,66.4183,7.11,69,82,2.71,RU,1687227029
313,lewistown,40.5992,-77.5714,25.67,50,0,0.0,US,1687227064
314,machiques,10.0644,-72.545,27.29,74,17,2.59,VE,1687227340
315,okhotsk,59.3833,143.3,11.76,79,84,4.79,RU,1687227341
316,mabaruma,8.2,-59.7833,23.3,94,47,1.27,GY,1687227160
317,weyburn,49.6668,-103.8511,20.12,60,97,2.06,CA,1687227341
318,vilyuysk,63.7553,121.6247,13.79,87,100,4.45,RU,1687227342
319,dodge city,37.7528,-100.0171,27.05,67,0,6.69,US,1687227342
320,rio cuarto,-33.1307,-64.3499,7.96,86,100,2.83,AR,1687226967
321,dalandzadgad,43.5708,104.425,24.49,16,41,1.03,MN,1687227343
322,laguna,38.421,-121.4238,24.62,43,0,6.17,US,1687227100
323,nizhniy kuranakh,58.8353,125.4869,14.19,96,100,0.92,RU,1687227343
324,dawson creek,55.7666,-120.2362,16.8,34,75,6.17,CA,1687227315
325,patong,7.8961,98.2966,31.68,99,98,3.88,TH,1687227344
326,sittwe,20.15,92.9,28.47,79,78,4.07,MM,1687227344
327,mariinskiy posad,56.115,47.718,9.52,95,27,2.39,RU,1687227345
328,afaahiti,-17.75,-149.2833,27.93,78,0,3.89,PF,1687227081
329,bari,41.1177,16.8512,21.25,52,6,2.06,IT,1687227346
330,mahina,-17.5065,-149.489,28.87,74,20,5.14,PF,1687227346
331,sao tome,0.3365,6.7273,24.76,82,100,4.95,ST,1687227347
332,nkhotakota,-12.9274,34.2961,17.65,69,0,1.81,MW,1687227347
333,taroa,8.7058,171.2275,27.79,81,94,7.62,MH,1687227347
334,yelizovo,53.1873,158.3805,10.08,87,75,3.13,RU,1687227170
335,sinabang,2.4803,96.3801,28.35,70,9,0.45,ID,1687226864
336,polyarnyy,69.1989,33.4478,6.03,76,3,1.18,RU,1687227348
337,waingapu,-9.6567,120.2641,26.76,68,5,3.15,ID,1687227348
338,arno,60.1167,18.6333,14.02,81,100,0.52,SE,1687227020
339,nelson bay,-32.7167,152.15,15.56,46,2,5.36,AU,1687227187
340,severnoye,56.3491,78.3619,14.49,73,99,8.93,RU,1687227349
341,sale,34.0389,-6.8166,22.38,83,40,0.0,MA,1687227349
342,turan,16.0678,108.2208,34.99,49,0,0.0,VN,1687227350
343,oodweyne,9.4092,45.064,23.67,55,36,7.5,SO,1687227351
344,palasa,18.7667,84.4167,30.49,74,78,2.89,IN,1687227351
345,abong mbang,3.9833,13.1833,19.45,100,100,1.18,CM,1687227351
346,acapulco de juarez,16.8634,-99.8901,29.9,74,40,1.03,MX,1687227053
347,hinton,53.4001,-117.5857,3.13,100,100,3.43,CA,1687227352
348,saint-joseph,-21.3667,55.6167,20.21,74,57,5.15,RE,1687227352
349,portland,45.5234,-122.6762,16.64,84,75,3.6,US,1687227114
350,fisterra,42.9049,-9.2629,14.3,87,1,1.93,ES,1687227128
351,lamu,-2.2717,40.902,24.12,79,83,5.45,KE,1687227353
352,puerto colombia,10.9878,-74.9547,29.05,85,100,8.88,CO,1687227353
353,sinan,34.8262,126.1086,21.29,73,90,5.72,KR,1687227142
354,cedeira,43.6797,-8.0209,15.58,82,11,3.59,ES,1687227354
355,east ballina,-28.8667,153.5833,18.22,40,46,4.29,AU,1687227355
356,meadow lakes,61.6247,-149.6011,21.69,50,0,2.06,US,1687227355
357,saudarkrokur,65.7461,-19.6394,5.05,98,100,5.0,IS,1687227116
358,soio,-6.1349,12.3689,21.0,88,58,3.11,AO,1687227187
359,fraserburgh,57.6874,-2.0184,13.57,89,1,4.84,GB,1687227356
360,bhamo,24.2667,97.2333,26.97,86,100,0.39,MM,1687227356
361,lake havasu city,34.4839,-114.3224,35.0,20,3,10.29,US,1687227356
362,farafangana,-22.8167,47.8333,20.63,69,93,2.68,MG,1687227137
363,chonchi,-42.6128,-73.8092,2.56,85,0,0.55,CL,1687227062
364,carutapera,-1.195,-46.02,24.09,92,12,2.2,BR,1687227357
365,madinat ash shamal,26.1293,51.2009,30.77,67,22,6.88,QA,1687227357
